Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Camis Phone Number,Location 1
SIDEWALK CAFE,1219498,Unenclosed,410,BARBUTO LLC,,WASHINGTON STREET,775 WASHINGTON STREET,,10014,2125131988,"775 WASHINGTON STREET
NEW YORK, NY 10014
(40.737789868568505, -74.00814937980631)"
SIDEWALK CAFE,1219506,Unenclosed,476,"PLAZA PATISSERIE, INC.",,30 AVENUE,29-20 30 AVENUE,,11102,2125131988,"29 20 30 AVENUE
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
SIDEWALK CAFE,1219509,Enclosed,359,"THREE STAR ON FIRST, INC.",,FIRST AVENUE,1462 FIRST AVENUE,,10075,2128617500,"1462 FIRST AVENUE
NEW YORK, NY 10075
(40.770394459538636, -73.95406220758484)"
SIDEWALK CAFE,1219526,Unenclosed,322,JOHN-PHIL TAVERN CORP,,EAST   53 STREET,350 EAST   53 STREET,,10022,2127531761,"350 53 STREET
NEW YORK, NY 10022
(40.75620732696981, -73.96596513660023)"
SIDEWALK CAFE,1219794,Unenclosed,130,71 WINE BAR CAFE OPERATING CORP.,,COLUMBUS AVENUE,237 COLUMBUS AVENUE,,10023,9176862081,"237 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.77663928425033, -73.97930967138565)"
SIDEWALK CAFE,1219795,Unenclosed,442,MEATPACKING RESTAURANT LLC.,,9 AVENUE,44 9 AVENUE,,10011,9172822843,"44 9 AVENUE
NEW YORK, NY 10011
(40.74113406848943, -74.00509934141411)"
SIDEWALK CAFE,1219900,Unenclosed,390,"M & G TOGETHER 4 EVER, LLC.",,FLATBUSH AVENUE,307 FLATBUSH AVENUE,,11217,7182308646,"307 FLATBUSH AVENUE
BROOKLYN, NY 11217
(40.67864163817154, -73.9734863798342)"
SIDEWALK CAFE,1219919,Unenclosed,244,"LIFE CAFE, INC.",,EAST   10 STREET,343 EAST   10 STREET,,10009,2124778791,"343 10 STREET
NEW YORK, NY 10009
(40.72696075330765, -73.9801341618807)"
SIDEWALK CAFE,1219985,Unenclosed,962,"LAFAYETTE STREET PARTNERS, LLC",,LAFAYETTE STREET,380 LAFAYETTE STREET,,10003,2122204110,"380 LAFAYETTE STREET
NEW YORK, NY 10003
(40.72756954427389, -73.99338637348677)"
SIDEWALK CAFE,1219992,Unenclosed,375,"MANGARONI, LLC",IL BASTARDO,SEVENTH AVENUE,191 SEVENTH AVENUE,,10011,2125131988,"191 SEVENTH AVENUE
NEW YORK, NY 10011
(40.743121570174196, -73.99633994484873)"
SIDEWALK CAFE,1220174,Unenclosed,320,BRAHO RESTAURANT CORP.,,YORK AVENUE,1453 YORK AVENUE,,10075,2128613600,"1453 YORK AVENUE
NEW YORK, NY 10075
(40.770326061560525, -73.95121196541845)"
SIDEWALK CAFE,1220381,Unenclosed,448,EP PROPERTIES LTD.,,2 AVENUE,1347 2 AVENUE,,10021,2124399200,"1347 2 AVENUE
NEW YORK, NY 10021
(40.76801480394522, -73.95891915520951)"
SIDEWALK CAFE,1220615,Unenclosed,123,LITTLE CUPCAKE CORP.,,3 AVENUE,9102 3 AVENUE,,11209,7186804127,"9102 3 AVENUE
BROOKLYN, NY 11209
(40.61994946184463, -74.03254007213475)"
SIDEWALK CAFE,1220794,Unenclosed,239,THE ATTIC CORPORATION OF DOUGLASTON,LOCALE,34 AVENUE,33-02 34 AVENUE,,11106,7187299080,"33 02 34 AVENUE
QUEENS, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,1221004,Unenclosed,108,GRILL 21 LLC,,EAST   21 STREET,346 EAST   21 STREET,,10010,2124735950,"346 21 STREET
NEW YORK, NY 10010
(40.73571369822285, -73.97981389037945)"
SIDEWALK CAFE,1221041,Unenclosed,126,"LEAHLALA, LLC",,COURT STREET,442 COURT STREET,,11231,7185226900,"442 COURT STREET
BROOKLYN, NY 11231
(40.678889808291814, -73.99762102000156)"
SIDEWALK CAFE,1221043,Unenclosed,171,"PASTA BAR, LLC",,AVENUE C,127 AVENUE C,,10009,2125297747,"127 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
SIDEWALK CAFE,1221126,Unenclosed,154,MEZCALS 86 REST. CORP.,,86 STREET,1474 86 STREET,,11228,7183310902,"1474 86 STREET
BROOKLYN, NY 11228
(40.61166584007127, -74.00999400577616)"
SIDEWALK CAFE,1221127,Unenclosed,443,MARACAS GREENWICH AVENUE PARTNERS LLC,,GREENWICH AVENUE,33 GREENWICH AVENUE,,10014,2125936600,"33 GREENWICH AVENUE
NEW YORK, NY 10014
(40.73511592929151, -74.00027725082606)"
SIDEWALK CAFE,1221130,Unenclosed,34,"IRIDIUM RESTAURANT, CORP.",,SPRING STREET,20 SPRING STREET,,10012,2123341019,"20 SPRING STREET
NEW YORK, NY 10012
(40.72142092960718, -73.99497297536419)"
SIDEWALK CAFE,1221132,Unenclosed,360,SYMPATOCH CAFE INC.,,BROADWAY,42-21 BROADWAY,,11103,7182046811,"42 21
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1221141,Unenclosed,297,"TOKYO POP, LLC",,BROADWAY,2728 BROADWAY,,10025,2129321000,"2728 BROADWAY
NEW YORK, NY 10025
(40.800057647849144, -73.96797532804459)"
SIDEWALK CAFE,1221167,Unenclosed,457,MADIBA CORPORATION,,DEKALB AVENUE,195 DEKALB AVENUE,,11205,7188559190,"195 DEKALB AVENUE
BROOKLYN, NY 11205
(40.68959996117021, -73.97180350978572)"
SIDEWALK CAFE,1221181,Unenclosed,230,ABRUZZO DOCG INC.,TARALLUCCI EVINO,EAST 18TH STREET,15 EAST 18TH STREET,,10003,2122285400,"15 18TH STREET
NEW YORK, NY 10003
(40.73809942727259, -73.99081218379587)"
SIDEWALK CAFE,1221200,Unenclosed,280,"WUCOM, INC",SUSHID,DEKALB AVENUE,207 DEKALB AVENUE,,11205,7188580058,"207 DEKALB AVENUE
BROOKLYN, NY 11205
(40.68957741816422, -73.97116103411572)"
SIDEWALK CAFE,1221449,Unenclosed,33,PEPE'S REST. GROUP LLC.,,WEST    4 STREET,170 WEST    4 STREET,,10014,6464157924,"170 4 STREET
NEW YORK, NY 10014
(40.732062539491956, -74.00145114457254)"
SIDEWALK CAFE,1221543,Unenclosed,138,"THINK RESTAURANTS, LLC",,EIGHTH AVENUE,102 EIGHTH AVENUE,,10011,2125131988,"102 EIGHTH AVENUE
NEW YORK, NY 10011
(40.740756353237146, -74.00177184990571)"
SIDEWALK CAFE,1221586,Unenclosed,202,"54TH STREET BAKERY, LLC.",CAFE METRO,SEVENTH AVENUE,839 SEVENTH AVENUE,,10019,2129837474,"839 SEVENTH AVENUE
NEW YORK, NY 10019
(40.76357599647256, -73.981429245243)"
SIDEWALK CAFE,1221677,Unenclosed,185,PORTO RESTAURANT INC.,,6 AVENUE,574 6 AVENUE,,10011,2126918465,"574 6 AVENUE
NEW YORK, NY 10011
(40.738744125446374, -73.99578268963093)"
SIDEWALK CAFE,1222107,Unenclosed,608,41-08 RESTAURANT CORP.,CHRISTOS STEAK HOUSE,23 AVENUE,41-08 23 AVENUE,,11105,7187778400,"41 08 23 AVENUE
QUEENS, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1222176,Unenclosed,261,SILVER MOON BAKERY INC.,,BROADWAY,2740 BROADWAY,,10025,2128664717,"2740 BROADWAY
NEW YORK, NY 10025
(40.80049345434748, -73.96784581367896)"
SIDEWALK CAFE,1222183,Unenclosed,58,MAGENTA PICCOLO CORP.,,SECOND AVENUE,1728 SECOND AVENUE,,10128,2124260919,"1728 SECOND AVENUE
NEW YORK, NY 10128
(40.78025457676398, -73.94998888745857)"
SIDEWALK CAFE,1222186,Unenclosed,99,NSCF NY INC.,SOFIA'S CUCINA,MULBERRY STREET,143 MULBERRY STREET,,10013,2122199799,"143 MULBERRY STREET
NEW YORK, NY 10013
(40.718782064344516, -73.99760377660984)"
SIDEWALK CAFE,1222193,Unenclosed,216,92 ADRIANNA INC.,,SECOND AVENUE,92 SECOND AVENUE,,10003,2125292563,"92 SECOND AVENUE
NEW YORK, NY 10003
(40.727104644832366, -73.9887406737011)"
SIDEWALK CAFE,1222376,Enclosed,,BAROSA INC.,,WOODHAVEN BOULEVARD,62-29 WOODHAVEN BOULEVARD,,11374,7184241455,"62 29 WOODHAVEN BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
SIDEWALK CAFE,1222470,Unenclosed,451,PHILLIPOS RESTAURANT INC.,,3 AVENUE,1678 3 AVENUE,,10128,2128311800,"1678 3 AVENUE
NEW YORK, NY 10128
(40.78398676318557, -73.95021371796594)"
SIDEWALK CAFE,1222976,Unenclosed,348,"LOS POLLITOS III, INC",LA STALLA RESTAURANT,MYRTLE AVENUE,499 MYRTLE AVENUE,,11205,9177538795,"499 MYRTLE AVENUE
BROOKLYN, NY 11205
(40.693584108831146, -73.96503140365195)"
SIDEWALK CAFE,1223078,Unenclosed,87,1465 3RD AVE. REST. CORP.,GAEL PUB,THIRD AVENUE,1465 THIRD AVENUE,,10028,9146326036,"1465 THIRD AVENUE
NEW YORK, NY 10028
(40.77668426830763, -73.9555287111591)"
SIDEWALK CAFE,1223194,Unenclosed,414,GRAND ITALIAN FOOD CENTER LLC,GRAND ITALIAN FOOD CENTER,GRAND STREET,186 GRAND STREET,,10013,9146326036,"186 GRAND STREET
NEW YORK, NY 10013
(40.719379468600664, -73.9974820838259)"
SIDEWALK CAFE,1223457,Unenclosed,139,"WEST BROADWAY MANAGEMENT, LLC.",,WEST BROADWAY,179 WEST BROADWAY,,10013,2123433883,"179 BROADWAY
NEW YORK, NY 10013
(40.717967533014644, -74.00728469394528)"
SIDEWALK CAFE,1223566,Enclosed,288,"CAFE 71, INC.",,BROADWAY,2061 BROADWAY,,10023,2128752100,"2061 BROADWAY
NEW YORK, NY 10023
(40.77816814965598, -73.98214864322637)"
SIDEWALK CAFE,1223889,Enclosed,,DOMINICAN DINER RESTAURANT CORP.,,KISSENA BOULEVARD,71-02 KISSENA BOULEVARD,,11367,7187938270,"71 02 KISSENA BOULEVARD
FLUSHING, NY 11367
(40.730323085042414, -73.82610630716033)"
SIDEWALK CAFE,1223897,Unenclosed,120,NEO HOSPITALITY LLC.,,MADISON AVENUE,270 MADISON AVENUE,,10016,2122132440,"270 MADISON AVENUE
NEW YORK, NY 10016
(40.75110170919814, -73.98055333665684)"
SIDEWALK CAFE,1224192,Unenclosed,38,"LA GAULE, INC.",,ORCHARD STREET,188 ORCHARD STREET,,10002,2126775200,"188 ORCHARD STREET
NEW YORK, NY 10002
(40.722086427908835, -73.98821007370384)"
SIDEWALK CAFE,1224204,Unenclosed,506,156 TENTH AVENUE RESTAURANT LLC,10TH AVENUE COOKSHOP,10 AVENUE,156 10 AVENUE,AKA 460 WEST 20TH STREET,10011,2129244440,"156 10 AVENUE
NEW YORK, NY 10011
(40.745631833855036, -74.00563447806803)"
SIDEWALK CAFE,1224578,Unenclosed,228,NOOR EL HADA CORP,,STEINWAY STREET,24-25 STEINWAY STREET,,11103,7187219010,"24 25 STEINWAY STREET
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1224759,Unenclosed,542,"SOL'S RESTAURANT,INC",IL SOLE,DYCKMAN STREET,233 DYCKMAN STREET,,10034,2125440406,"233 DYCKMAN STREET
NEW YORK, NY 10034
(40.86601160077111, -73.92776404955296)"
SIDEWALK CAFE,1224900,Enclosed,211,MADISON ON COLUMBUS CORP,,COLUMBUS AVENUE,244-246 COLUMBUS AVENUE,,10023,2125801516,"244 246 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)"
SIDEWALK CAFE,1224915,Unenclosed,177,8868 CORP.,VERMICELLI,2 AVENUE,1492 2 AVENUE,,10075,2122888868,"1492 2 AVENUE
NEW YORK, NY 10075
(40.77243047510905, -73.95570857556493)"
SIDEWALK CAFE,1225069,Unenclosed,177,VIRGILIA CAFE INC.,ANTONUCCI,EAST   81 STREET,168 EAST   81 STREET,,10028,2125704735,"168 81 STREET
NEW YORK, NY 10028
(40.77585689204068, -73.95695863318565)"
SIDEWALK CAFE,1225525,Unenclosed,349,HAVANA CENTRAL NY 3 LLC,,BROADWAY,2911 BROADWAY,,10025,2126628830,"2911 BROADWAY
NEW YORK, NY 10025
(40.806479953435826, -73.96518169979537)"
SIDEWALK CAFE,1225841,Unenclosed,111,"G.D.P. ENTERPRISES, INC.",AGOZAR,BOWERY,324 BOWERY,,10012,2126776773,"324 BOWERY
NEW YORK, NY 10012
(40.725474592362154, -73.99222913886835)"
SIDEWALK CAFE,1225847,Unenclosed,288,MOUQUINHO ENTERPRISES INC.,,GREENWICH STREET,549 GREENWICH STREET,,10013,2129249532,"549 GREENWICH STREET
NEW YORK, NY 10013
(40.727438504915376, -74.00879942583333)"
SIDEWALK CAFE,1225897,Unenclosed,103,J.M.M.T. CAFE INC,,THIRD AVENUE,360 THIRD AVENUE,,10016,2126962122,"360 THIRD AVENUE
NEW YORK, NY 10016
(40.74090923798212, -73.98162703644937)"
SIDEWALK CAFE,1226076,Unenclosed,288,LADL LLC.,,UNIVERSITY PLACE,80 UNIVERSITY PLACE,,10003,2126273706,"80 UNIVERSITY PLACE
NEW YORK, NY 10003
(40.733399899037465, -73.99321929740705)"
SIDEWALK CAFE,1226371,Unenclosed,162,"MANHATTAN ISLAND GROUP, LLC.",,BEEKMAN STREET,146 BEEKMAN STREET,,10038,2129620053,"146 BEEKMAN STREET
NEW YORK, NY 10038
(40.70701379069777, -74.00257224651176)"
SIDEWALK CAFE,1226454,Unenclosed,309,THE HOLY GRAIL INC.,,COURT STREET,160 COURT STREET,,11201,7186252835,"160 COURT STREET
BROOKLYN, NY 11201
(40.68843452194455, -73.99300578608562)"
SIDEWALK CAFE,1227042,Unenclosed,416,114 KENMARE ASSOCIATES LLC,LA ESQUINA,KENMARE STREET,114 KENMARE STREET,,10012,6466137100,"114 KENMARE STREET
NEW YORK, NY 10012
(40.72143925610477, -73.99745258375648)"
SIDEWALK CAFE,1227073,Unenclosed,229,LUCKY 13 LLC,,WEST   14 STREET,355 WEST   14 STREET,,10014,9148047430,"355 14 STREET
NEW YORK, NY 10014
(40.74038456650987, -74.00393431016055)"
SIDEWALK CAFE,1227347,Unenclosed,167,NAT OF NY CORP.,OH MAMA MIA,SECOND AVENUE,1471 SECOND AVENUE,,10075,2122884045,"1471 SECOND AVENUE
NEW YORK, NY 10075
(40.77170647121955, -73.95627072148905)"
SIDEWALK CAFE,1227438,Unenclosed,310,205 EAST 75TH STREET LLC,,EAST   75 STREET,205 EAST   75 STREET,,10021,2122271700,"205 75 STREET
NEW YORK, NY 10021
(40.77166016856759, -73.95901977267123)"
SIDEWALK CAFE,1227844,Unenclosed,198,"EMILIO'S ITALIAN EATERY, INC.",,AMSTERDAM AVENUE,413 AMSTERDAM AVENUE,,10024,2124960890,"413 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78360994647036, -73.97794851984756)"
SIDEWALK CAFE,1228752,Unenclosed,210,"K & L COURT FOOD, INC.",CHANCE,SMITH STREET,223 SMITH STREET,,11201,7182421515,"223 SMITH STREET
BROOKLYN, NY 11201
(40.68417745656051, -73.99214882309406)"
SIDEWALK CAFE,1228814,Unenclosed,214,VERO INC.,,2 AVENUE,1483 2 AVENUE,,10075,2124523354,"1483 2 AVENUE
NEW YORK, NY 10075
(40.77210673773402, -73.95597548401278)"
SIDEWALK CAFE,1229522,Unenclosed,67,"9TH AVENUE SALOON, INC.",,NINTH AVENUE,627 NINTH AVENUE,,10036,2129749169,"627 NINTH AVENUE
NEW YORK, NY 10036
(40.75992989890182, -73.99152857199198)"
SIDEWALK CAFE,1229629,Enclosed,880,ERS ENTERPRISES INC.,,WEST   63 STREET,44 WEST   63 STREET,,10023,2129579700,"44 63 STREET
NEW YORK, NY 10023
(40.77122083397401, -73.98183609046507)"
SIDEWALK CAFE,1229855,Unenclosed,92,"LOCO 111, INC.",,STANTON STREET,111 STANTON STREET,,10002,2122539671,"111 STANTON STREET
NEW YORK, NY 10002
(40.721076261986575, -73.98736928964402)"
SIDEWALK CAFE,1229988,Unenclosed,242,MANETTA'S FINE FOOD CORP.,,JACKSON AVENUE,1076 JACKSON AVENUE,,11101,7187866171,"1076 JACKSON AVENUE
QUEENS, NY 11101
(40.74271967174663, -73.95222234881106)"
SIDEWALK CAFE,1230448,Unenclosed,86,643 HUDSON LLC,,HUDSON STREET,643 HUDSON STREET,,10014,2128076383,"643 HUDSON STREET
NEW YORK, NY 10014
(40.7390836142626, -74.00544108378523)"
SIDEWALK CAFE,1230536,Unenclosed,320,IL MATTONE CORP.,,GREENWICH STREET,413 GREENWICH STREET,,10013,2123430030,"413 GREENWICH STREET
NEW YORK CITY, NY 10013
(40.72134898384485, -74.00990172105054)"
SIDEWALK CAFE,1230537,Unenclosed,401,ELSAYED III CORP.,HORUS CORP,EAST   10 STREET,293 EAST   10 STREET,,10009,2122284774,"293 10 STREET
NEW YORK, NY 10009
(40.727788129574606, -73.98206770424372)"
SIDEWALK CAFE,1230824,Unenclosed,228,MO & YEO CORP,,3 AVENUE,9324 3 AVENUE,,11209,7185675741,"9324 3 AVENUE
BROOKLYN, NY 11209
(40.61847179945688, -74.03313939901372)"
SIDEWALK CAFE,1230929,Unenclosed,342,"VEZZO, INC.",,LEXINGTON AVENUE,178 LEXINGTON AVENUE,,10016,2127161200,"178 LEXINGTON AVENUE
NEW YORK, NY 10016
(40.744398607455764, -73.98116838221443)"
SIDEWALK CAFE,1231072,Unenclosed,170,"WINE AND ROSES BAR AND CAFES, LLC.",,COLUMBUS AVENUE,286 COLUMBUS AVENUE,,10023,2125010001,"286 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.778328526390425, -73.97816487970836)"
SIDEWALK CAFE,1231318,Unenclosed,473,"MARTELL'S NYC, LLC.",,EAST   83 STREET,200 EAST   83 STREET,,10028,9175664966,"200 83 STREET
NEW YORK, NY 10028
(40.77681185543149, -73.95535323738994)"
SIDEWALK CAFE,1231784,Unenclosed,98,"NEW FUSHA, INC.",,FIRST AVENUE,1065 FIRST AVENUE,,10022,2127528883,"1065 FIRST AVENUE
NEW YORK, NY 10022
(40.75909352941454, -73.96236355858179)"
SIDEWALK CAFE,1232028,Unenclosed,114,"1431 RESTAURANT, INC.",ZUCCHERO E POMODON,SECOND AVENUE,1435 SECOND AVENUE,,10021,2125852100,"1435 SECOND AVENUE
NEW YORK, NY 10021
(40.77056887850841, -73.9570665518292)"
SIDEWALK CAFE,1232567,Unenclosed,369,"TRATTORIA ROMANA, INC",,HYLAN BOULEVARD,1476 HYLAN BOULEVARD,,10305,7189803113,"1476 HYLAN BOULEVARD
STATEN ISLAND, NY 10305
(40.592376881634245, -74.08720177905381)"
SIDEWALK CAFE,1233115,Unenclosed,284,ENID'S CORPORATION,ENID'S,MANHATTAN AVENUE,560 MANHATTAN AVENUE,,11222,7183493859,"560 MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.72223507836052, -73.94986622591837)"
SIDEWALK CAFE,1233131,Unenclosed,268,SMORGAS CHEF WEST VILLAGE LLC,SMORGAS CHEF,WEST   12 STREET,283 WEST   12 STREET,,10014,2125148411,"283 12 STREET
NEW YORK, NY 10014
(40.73755476681282, -74.00400216853836)"
SIDEWALK CAFE,1233220,Enclosed,269,MEHRAJ & SONS INC,,1 AVENUE,1149 1 AVENUE,,10065,2123713535,"1149 1 AVENUE
NEW YORK, NY 10065
(40.76201632600976, -73.96021417893172)"
SIDEWALK CAFE,1233396,Unenclosed,232,STARBUCKS CORPORATION,STARBUCKS COFFEE,2 AVENUE,145 2 AVENUE,,10003,7189212736,"145 2 AVENUE
NEW YORK, NY 10003
(40.7293259702447, -73.9871129008281)"
SIDEWALK CAFE,1233427,Enclosed,,LENNY'S 54TH STREET LLC,,SECOND AVENUE,1024 SECOND AVENUE,,10022,2123555700,"1024 SECOND AVENUE
NEW YORK, NY 10022
(40.7574747497618, -73.96661735178037)"
SIDEWALK CAFE,1233901,Unenclosed,109,SALVATORE'S CORP.,COPPOLAS,THIRD AVENUE,378 THIRD AVENUE,,10016,2126790070,"378 THIRD AVENUE
NEW YORK, NY 10016
(40.7415567498432, -73.98115938899412)"
SIDEWALK CAFE,1234454,Unenclosed,170,BURKE'S BEAL BOCHT CORP.,,WEST  238 STREET,445 WEST  238 STREET,,10463,7188847127,"445 238 STREET
BRONX, NY 10463
(40.88725990228991, -73.9047300962357)"
SIDEWALK CAFE,1234468,Unenclosed,260,NEW MEKONG RESTAURANT CORP.,,KING STREET,16-18 KING STREET,,10014,2123438169,"16 18 KING STREET
NEW YORK, NY 10014
(40.73358645135369, -74.01019960472792)"
SIDEWALK CAFE,1237141,Enclosed,,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,3 AVENUE,7419 3 AVENUE,,11209,2063185682,"7419 3 AVENUE
BROOKLYN, NY 11209
(40.63200588256758, -74.027532400932)"
SIDEWALK CAFE,1237547,Unenclosed,256,LENNY'S 77TH STREET LLC,,SECOND AVENUE,1481 SECOND AVENUE,,10021,2127602700,"1481 SECOND AVENUE
NEW YORK, NY 10021
(40.7713730413305, -73.95651834249509)"
SIDEWALK CAFE,1238509,Unenclosed,480,MANGIA RESTAURANT CORPORATION,,30 AVENUE,34-01 30 AVENUE,,11103,6463272626,"34 01 30 AVENUE
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1239318,Enclosed,272,LENNY'S 77TH STREET LLC,,SECOND AVENUE,1481 SECOND AVENUE,,10075,2127602700,"1481 SECOND AVENUE
NEW YORK, NY 10075
(40.77227759036407, -73.95581649420848)"
SIDEWALK CAFE,1240086,Unenclosed,97,PAESANO REST. CORP.,,MULBERRY STREET,136 MULBERRY STREET,,10013,2129651188,"136 MULBERRY STREET
NEW YORK, NY 10013
(40.718470871366826, -73.99769642260875)"
SIDEWALK CAFE,1242405,Unenclosed,373,301 EAST 47TH STREET RESTAURANT CORP,,SECOND AVENUE,888-890 SECOND AVENUE,,10017,2123555540,"888 890 SECOND AVENUE
NEW YORK, NY 10017
(40.75245652744684, -73.97297648087982)"
SIDEWALK CAFE,1243143,Unenclosed,157,MASANIELLO RESTAURANT CORP.,,5 AVENUE,72 5 AVENUE,,11217,7185459137,"72 5 AVENUE
BROOKLYN, NY 11217
(40.680847073928206, -73.97750730412059)"
SIDEWALK CAFE,1244047,Unenclosed,75,"78 SECOND AVENUE SANDWICH SHOP,INC.",,2 AVENUE,78 2 AVENUE,,10003,2122535410,"78 2 AVENUE
NEW YORK, NY 10003
(40.72646612619155, -73.98921731437667)"
SIDEWALK CAFE,1244698,Enclosed,,NPK DONUT INC,,EAST  161 STREET,96 EAST  161 STREET,,10451,7189931380,"96 161 STREET
BRONX, NY 10451
(40.82713049092343, -73.92430797088983)"
SIDEWALK CAFE,1244977,Unenclosed,108,"FOCACCERIA, LTD",,MACDOUGAL STREET,87 MACDOUGAL STREET,,10012,2122538049,"87 MACDOUGAL STREET
NEW YORK, NY 10012
(40.72907516473966, -74.0013075202743)"
SIDEWALK CAFE,1245257,Enclosed,161,THE SMOKE JOINT LLC,THE SMOKE JOINT,SOUTH ELLIOTT PLACE,87 SOUTH ELLIOTT PLACE,,11217,7187971011,"87 ELLIOTT PLACE
BROOKLYN, NY 11217
(40.68691855348542, -73.97551648178653)"
SIDEWALK CAFE,1245357,Enclosed,323,JRC GROUP INC,,2 AVENUE,1501 2 AVENUE,,10075,2123270582,"1501 2 AVENUE
NEW YORK, NY 10075
(40.772853156462816, -73.95540280607497)"
SIDEWALK CAFE,1245534,Unenclosed,234,PECK SLIP RESTAURANT CORP.,,PECK SLIP,22 PECK SLIP,,10038,9175189792,"22 PECK
NEW YORK, NY 10038
(40.56338140045976, -74.14119841225698)"
SIDEWALK CAFE,1245908,Unenclosed,97,"CAFFE VETRO, INC.",,MOTT STREET,200 MOTT STREET,,10012,2129660904,"200 MOTT STREET
NEW YORK, NY 10012
(40.7212680448622, -73.99559350756437)"
SIDEWALK CAFE,1246104,Unenclosed,305,DLS CHICKEN CORP,,AMSTERDAM AVENUE,355 AMSTERDAM AVENUE,,10024,2127876631,"355 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78172946489201, -73.97936074493555)"
SIDEWALK CAFE,1246497,Unenclosed,740,NEW YORK HOTEL TENANT CO. LLC,"THE RITZ-CARLTON NEW YORK, CENTRAL PARK",CENTRAL PARK SOUTH,50 CENTRAL PARK SOUTH,,10019,2125216018,"50 CENTRAL PARK
NEW YORK, NY 10019
(40.76496046701782, -73.97457792314559)"
SIDEWALK CAFE,1247422,Unenclosed,280,TB 584 AMSTERDAM REST. CORP.,BODRUM,AMSTERDAM AVENUE,584 AMSTERDAM AVENUE,,10024,2127992806,"584 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78919418435815, -73.97395827157557)"
SIDEWALK CAFE,1247606,Unenclosed,180,"HILL COUNTRY NY, LLC",,WEST   26 STREET,30 WEST   26 STREET,,10010,2122554544,"30 26 STREET
NEW YORK, NY 10010
(40.74435364135434, -73.99034146691326)"
SIDEWALK CAFE,1247610,Unenclosed,112,243 DEKALB REST. CORP,,DEKALB AVENUE,243 DEKALB AVENUE,,11205,6463358195,"243 DEKALB AVENUE
BROOKLYN, NY 11205
(40.68951082270725, -73.96946148666142)"
SIDEWALK CAFE,1247774,Unenclosed,124,"MCCONNER STREET HOLDING, LLC",MC 104,BROADWAY,2726 BROADWAY,,10025,2122228553,"2726 BROADWAY
NEW YORK, NY 10025
(40.799985702086815, -73.96800230770549)"
SIDEWALK CAFE,1248146,Unenclosed,153,THIRD AVENUE RESTAURANT CORP.,VILLAGE POURHOUSE,3 AVENUE,64 3 AVENUE,,10003,2123751396,"64 3 AVENUE
NEW YORK, NY 10003
(40.73114260074391, -73.98874966692142)"
SIDEWALK CAFE,1248153,Enclosed,,"BAC BARS GROUP, LLC.",BAYARD'S ALEHOUSE,HUDSON STREET,533 HUDSON STREET,A/K/A 116 CHARLES STREET,10014,6462455843,"533 HUDSON STREET
NEW YORK, NY 10014
(40.734263248185584, -74.00619651428985)"
SIDEWALK CAFE,1248301,Unenclosed,249,PONENTE LLC,NIZZA,NINTH AVENUE,628 NINTH AVENUE,,10036,2123332323,"628 NINTH AVENUE
NEW YORK, NY 10036
(40.75992887717089, -73.9914894021525)"
SIDEWALK CAFE,1248596,Unenclosed,167,MANNA KITCHEN INC,,EAST   18 STREET,28 EAST   18 STREET,,10003,2122281044,"28 18 STREET
NEW YORK, NY 10003
(40.7377068789146, -73.99001704503205)"
SIDEWALK CAFE,1248607,Unenclosed,304,BIDOCHONS CORP,,SMITH STREET,263 SMITH STREET,,11231,7187970707,"263 SMITH STREET
BROOKLYN, NY 11231
(40.6829010420312, -73.99298558604383)"
SIDEWALK CAFE,1248609,Unenclosed,58,H & R CAFE INC,,AVENUE A,36 B AVENUE A,,10009,2125337183,"36 B AVENUE
NEW YORK, NY 10009
(40.72266469672157, -73.98299515770208)"
SIDEWALK CAFE,1248648,Unenclosed,380,247 DELI LLC,DELICATESSEN,LAFAYETTE STREET,265 LAFAYETTE STREET,A/K/A 54 PRINCE STREET,10012,6464725230,"265 LAFAYETTE STREET
NEW YORK, NY 10012
(40.72349868289508, -73.99655890532276)"
SIDEWALK CAFE,1248652,Unenclosed,140,22 EAST 54 STREET RESTAURANT CORP,PAPILLON,EAST   54 STREET,22 EAST   54 STREET,,10022,2125131988,"22 54 STREET
NEW YORK, NY 10022
(40.76055043110199, -73.9742256161482)"
